,Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Event Name,Event Type,Department,Event Date,Feedback Comments,Overall Satisfaction
447,626,7,9,5,4,9,4,3,1,Business Seminar,Seminar,Business,25/11/2028,Disorganized and waste of time.,5.25
448,292,7,9,8,1,5,4,7,4,Cultural Night,Cultural,Student Affairs,29/11/2028,Disorganized and waste of time.,5.63
449,82,5,10,8,4,4,10,5,5,Code-a-thon,Tech Fest,Computer Science,03/12/2028,"It was okay, but could be better.",6.38
450,355,10,8,5,6,5,10,1,8,AI Workshop,Workshop,Computer Science,07/12/2028,Amazing and very helpful!,6.63
451,948,9,5,4,7,9,3,5,7,Robotics Challenge,Tech Fest,Mechanical,11/12/2028,"It was okay, but could be better.",6.13
452,341,9,4,4,4,7,5,5,8,Business Seminar,Seminar,Business,15/12/2028,Amazing and very helpful!,5.75
453,952,7,9,5,7,8,8,10,5,Cultural Night,Cultural,Student Affairs,19/12/2028,"It was okay, but could be better.",7.38
454,711,7,3,4,6,3,7,6,4,Code-a-thon,Tech Fest,Computer Science,23/12/2028,Disorganized and waste of time.,5.00
455,635,7,3,8,6,7,4,10,5,AI Workshop,Workshop,Computer Science,27/12/2028,"It was okay, but could be better.",6.25
456,850,5,8,7,4,8,7,8,6,Robotics Challenge,Tech Fest,Mechanical,31/12/2028,"It was okay, but could be better.",6.63
457,716,6,3,7,9,2,3,3,6,Business Seminar,Seminar,Business,04/01/2029,"It was okay, but could be better.",4.88
458,627,10,2,4,1,6,5,9,5,Cultural Night,Cultural,Student Affairs,08/01/2029,"It was okay, but could be better.",5.25
459,661,6,10,4,3,8,2,7,6,Code-a-thon,Tech Fest,Computer Science,12/01/2029,"It was okay, but could be better.",5.75
460,877,8,9,4,5,10,10,10,2,AI Workshop,Workshop,Computer Science,16/01/2029,Disorganized and waste of time.,7.25
461,177,8,2,6,2,8,1,9,9,Robotics Challenge,Tech Fest,Mechanical,20/01/2029,Amazing and very helpful!,5.63
462,322,8,10,7,3,3,3,1,5,Business Seminar,Seminar,Business,24/01/2029,"It was okay, but could be better.",5.00
463,914,9,2,4,2,4,2,2,9,Cultural Night,Cultural,Student Affairs,28/01/2029,Amazing and very helpful!,4.25
464,486,10,9,5,1,4,10,6,9,Code-a-thon,Tech Fest,Computer Science,01/02/2029,Amazing and very helpful!,6.75
465,723,6,10,5,3,10,3,6,4,AI Workshop,Workshop,Computer Science,05/02/2029,Disorganized and waste of time.,5.88
466,105,9,10,5,1,3,1,1,2,Robotics Challenge,Tech Fest,Mechanical,09/02/2029,Disorganized and waste of time.,4.00
467,52,6,10,4,1,7,3,10,2,Business Seminar,Seminar,Business,13/02/2029,Disorganized and waste of time.,5.38
468,436,9,9,4,10,1,10,10,2,Cultural Night,Cultural,Student Affairs,17/02/2029,Disorganized and waste of time.,6.88
469,829,6,9,5,3,2,2,10,9,Code-a-thon,Tech Fest,Computer Science,21/02/2029,Amazing and very helpful!,5.75
470,753,5,10,8,7,5,10,9,7,AI Workshop,Workshop,Computer Science,25/02/2029,"It was okay, but could be better.",7.63
471,130,7,9,5,9,3,2,5,4,Robotics Challenge,Tech Fest,Mechanical,01/03/2029,Disorganized and waste of time.,5.50
472,91,6,5,4,2,5,8,3,3,Business Seminar,Seminar,Business,05/03/2029,Disorganized and waste of time.,4.50
473,590,10,3,4,4,9,9,6,2,Cultural Night,Cultural,Student Affairs,09/03/2029,Disorganized and waste of time.,5.88
474,965,10,3,4,5,10,3,7,3,Code-a-thon,Tech Fest,Computer Science,13/03/2029,Disorganized and waste of time.,5.63
475,99,8,9,6,2,2,3,10,6,AI Workshop,Workshop,Computer Science,17/03/2029,"It was okay, but could be better.",5.75
476,912,7,10,7,10,2,7,5,7,Robotics Challenge,Tech Fest,Mechanical,21/03/2029,"It was okay, but could be better.",6.88
477,395,9,6,8,2,7,9,8,10,Business Seminar,Seminar,Business,25/03/2029,Amazing and very helpful!,7.38
478,923,6,3,5,6,9,4,10,3,Cultural Night,Cultural,Student Affairs,29/03/2029,Disorganized and waste of time.,5.75
479,499,7,9,8,3,5,1,5,2,Code-a-thon,Tech Fest,Computer Science,02/04/2029,Disorganized and waste of time.,5.00
480,115,5,5,7,1,3,8,1,10,AI Workshop,Workshop,Computer Science,06/04/2029,Amazing and very helpful!,5.00
481,815,5,9,6,6,2,9,5,3,Robotics Challenge,Tech Fest,Mechanical,10/04/2029,Disorganized and waste of time.,5.63
482,570,10,10,6,8,9,2,8,10,Business Seminar,Seminar,Business,14/04/2029,Amazing and very helpful!,7.88
483,825,9,7,8,1,3,2,9,3,Cultural Night,Cultural,Student Affairs,18/04/2029,Disorganized and waste of time.,5.25
484,620,9,5,8,2,8,10,8,8,Code-a-thon,Tech Fest,Computer Science,22/04/2029,Amazing and very helpful!,7.25
485,175,10,9,8,2,1,6,7,2,AI Workshop,Workshop,Computer Science,26/04/2029,Disorganized and waste of time.,5.63
486,358,5,7,4,3,3,10,3,4,Robotics Challenge,Tech Fest,Mechanical,30/04/2029,Disorganized and waste of time.,4.88
487,191,7,4,5,2,5,10,4,7,Business Seminar,Seminar,Business,04/05/2029,"It was okay, but could be better.",5.50
488,492,6,5,8,10,3,8,3,2,Cultural Night,Cultural,Student Affairs,08/05/2029,Disorganized and waste of time.,5.63
489,529,9,6,6,1,4,10,1,7,Code-a-thon,Tech Fest,Computer Science,12/05/2029,"It was okay, but could be better.",5.50
490,389,5,5,8,6,2,3,5,7,AI Workshop,Workshop,Computer Science,16/05/2029,"It was okay, but could be better.",5.13
491,878,6,5,8,4,10,3,9,10,Robotics Challenge,Tech Fest,Mechanical,20/05/2029,Amazing and very helpful!,6.88
492,368,7,9,8,3,2,7,4,1,Business Seminar,Seminar,Business,24/05/2029,Disorganized and waste of time.,5.13
493,122,7,5,5,3,9,6,9,2,Cultural Night,Cultural,Student Affairs,28/05/2029,Disorganized and waste of time.,5.75
494,332,9,2,7,2,8,7,4,10,Code-a-thon,Tech Fest,Computer Science,01/06/2029,Amazing and very helpful!,6.13
495,303,7,4,5,4,7,2,1,6,AI Workshop,Workshop,Computer Science,05/06/2029,"It was okay, but could be better.",4.50
496,336,8,10,4,5,6,7,2,3,Robotics Challenge,Tech Fest,Mechanical,09/06/2029,Disorganized and waste of time.,5.63
497,588,6,6,4,10,10,10,3,9,Business Seminar,Seminar,Business,13/06/2029,Amazing and very helpful!,7.25
498,609,10,9,4,4,1,5,9,10,Cultural Night,Cultural,Student Affairs,17/06/2029,Amazing and very helpful!,6.50
499,920,10,6,7,10,10,2,4,2,Code-a-thon,Tech Fest,Computer Science,21/06/2029,Disorganized and waste of time.,6.38
500,370,9,4,7,10,1,10,2,7,AI Workshop,Workshop,Computer Science,25/06/2029,"It was okay, but could be better.",6.25
501,405,10,2,5,5,5,1,4,6,Robotics Challenge,Tech Fest,Mechanical,29/06/2029,"It was okay, but could be better.",4.75
502,779,10,8,6,3,8,8,7,8,Business Seminar,Seminar,Business,03/07/2029,Amazing and very helpful!,7.25
503,962,10,6,4,5,1,7,1,10,Cultural Night,Cultural,Student Affairs,07/07/2029,Amazing and very helpful!,5.50
504,268,10,6,5,9,9,1,8,6,Code-a-thon,Tech Fest,Computer Science,11/07/2029,"It was okay, but could be better.",6.75
505,625,10,7,6,7,9,6,3,3,AI Workshop,Workshop,Computer Science,15/07/2029,Disorganized and waste of time.,6.38
506,217,8,9,8,3,8,5,5,5,Robotics Challenge,Tech Fest,Mechanical,19/07/2029,"It was okay, but could be better.",6.38
507,479,10,10,4,6,5,9,2,3,Business Seminar,Seminar,Business,23/07/2029,Disorganized and waste of time.,6.13
508,500,9,5,8,4,2,2,5,1,Cultural Night,Cultural,Student Affairs,27/07/2029,Disorganized and waste of time.,4.50
509,409,8,9,7,3,10,4,6,1,Code-a-thon,Tech Fest,Computer Science,31/07/2029,Disorganized and waste of time.,6.00
510,546,7,7,5,1,9,8,1,1,AI Workshop,Workshop,Computer Science,04/08/2029,Disorganized and waste of time.,4.88
511,967,5,5,8,8,1,9,8,5,Robotics Challenge,Tech Fest,Mechanical,08/08/2029,"It was okay, but could be better.",6.13
512,343,8,4,7,1,10,8,2,6,Business Seminar,Seminar,Business,12/08/2029,"It was okay, but could be better.",5.75
513,639,7,4,7,7,6,10,5,7,Cultural Night,Cultural,Student Affairs,16/08/2029,"It was okay, but could be better.",6.63
514,402,6,8,6,9,4,8,5,7,Code-a-thon,Tech Fest,Computer Science,20/08/2029,"It was okay, but could be better.",6.63
515,617,5,7,5,4,7,1,10,6,AI Workshop,Workshop,Computer Science,24/08/2029,"It was okay, but could be better.",5.63
516,349,6,8,8,2,9,9,2,8,Robotics Challenge,Tech Fest,Mechanical,28/08/2029,Amazing and very helpful!,6.50
517,994,8,5,5,2,5,5,9,5,Business Seminar,Seminar,Business,01/09/2029,"It was okay, but could be better.",5.50
518,279,5,10,7,1,4,4,9,4,Cultural Night,Cultural,Student Affairs,05/09/2029,Disorganized and waste of time.,5.50
519,926,10,7,5,1,1,6,6,1,Code-a-thon,Tech Fest,Computer Science,09/09/2029,Disorganized and waste of time.,4.63
520,816,10,8,5,9,2,7,9,3,AI Workshop,Workshop,Computer Science,13/09/2029,Disorganized and waste of time.,6.63
521,765,8,7,8,5,7,7,7,7,Robotics Challenge,Tech Fest,Mechanical,17/09/2029,"It was okay, but could be better.",7.00
522,160,10,6,5,4,2,10,4,7,Business Seminar,Seminar,Business,21/09/2029,"It was okay, but could be better.",6.00
523,606,8,3,8,1,6,4,8,9,Cultural Night,Cultural,Student Affairs,25/09/2029,Amazing and very helpful!,5.88
524,602,5,3,6,2,8,10,3,1,Code-a-thon,Tech Fest,Computer Science,29/09/2029,Disorganized and waste of time.,4.75
525,893,10,6,8,1,1,10,1,3,AI Workshop,Workshop,Computer Science,03/10/2029,Disorganized and waste of time.,5.00
526,810,9,6,7,3,5,9,10,5,Robotics Challenge,Tech Fest,Mechanical,07/10/2029,"It was okay, but could be better.",6.75
527,802,8,2,6,6,3,8,7,7,Business Seminar,Seminar,Business,11/10/2029,"It was okay, but could be better.",5.88
528,162,6,2,5,2,10,2,8,8,Cultural Night,Cultural,Student Affairs,15/10/2029,Amazing and very helpful!,5.38
529,449,5,7,8,9,3,2,7,10,Code-a-thon,Tech Fest,Computer Science,19/10/2029,Amazing and very helpful!,6.38
530,463,7,8,7,8,1,4,4,1,AI Workshop,Workshop,Computer Science,23/10/2029,Disorganized and waste of time.,5.00
531,41,5,3,5,9,3,1,8,8,Robotics Challenge,Tech Fest,Mechanical,27/10/2029,Amazing and very helpful!,5.25
532,838,6,3,6,8,7,1,8,8,Business Seminar,Seminar,Business,31/10/2029,Amazing and very helpful!,5.88
533,703,10,7,8,3,4,7,9,8,Cultural Night,Cultural,Student Affairs,04/11/2029,Amazing and very helpful!,7.00
534,490,9,2,6,10,9,8,2,4,Code-a-thon,Tech Fest,Computer Science,08/11/2029,Disorganized and waste of time.,6.25
535,906,7,7,8,4,5,2,4,5,AI Workshop,Workshop,Computer Science,12/11/2029,"It was okay, but could be better.",5.25
536,174,7,3,6,7,10,10,2,3,Robotics Challenge,Tech Fest,Mechanical,16/11/2029,Disorganized and waste of time.,6.00
537,4,5,8,5,7,10,7,3,1,Business Seminar,Seminar,Business,20/11/2029,Disorganized and waste of time.,5.75
538,161,6,7,8,3,5,10,6,4,Cultural Night,Cultural,Student Affairs,24/11/2029,Disorganized and waste of time.,6.13
539,31,5,4,5,9,9,2,4,1,Code-a-thon,Tech Fest,Computer Science,28/11/2029,Disorganized and waste of time.,4.88
540,623,6,4,6,6,10,10,3,9,AI Workshop,Workshop,Computer Science,02/12/2029,Amazing and very helpful!,6.75
541,818,10,5,4,9,2,6,2,6,Robotics Challenge,Tech Fest,Mechanical,06/12/2029,"It was okay, but could be better.",5.50
542,60,5,6,5,3,1,7,5,3,Business Seminar,Seminar,Business,10/12/2029,Disorganized and waste of time.,4.38
543,384,6,2,7,9,4,4,2,8,Cultural Night,Cultural,Student Affairs,14/12/2029,Amazing and very helpful!,5.25
544,971,7,6,7,4,6,6,7,9,Code-a-thon,Tech Fest,Computer Science,18/12/2029,Amazing and very helpful!,6.50
545,427,7,3,7,2,9,8,8,7,AI Workshop,Workshop,Computer Science,22/12/2029,"It was okay, but could be better.",6.38
546,431,10,9,4,3,3,9,4,1,Robotics Challenge,Tech Fest,Mechanical,26/12/2029,Disorganized and waste of time.,5.38
547,408,6,5,4,7,1,8,6,7,Business Seminar,Seminar,Business,30/12/2029,"It was okay, but could be better.",5.50
548,577,10,7,4,10,7,2,5,1,Cultural Night,Cultural,Student Affairs,03/01/2030,Disorganized and waste of time.,5.75
549,803,6,10,8,5,6,5,6,7,Code-a-thon,Tech Fest,Computer Science,07/01/2030,"It was okay, but could be better.",6.63
550,273,9,3,7,1,5,3,8,4,AI Workshop,Workshop,Computer Science,11/01/2030,Disorganized and waste of time.,5.00
551,371,6,3,4,9,4,10,4,10,Robotics Challenge,Tech Fest,Mechanical,15/01/2030,Amazing and very helpful!,6.25
552,999,6,7,8,8,9,9,9,5,Business Seminar,Seminar,Business,19/01/2030,"It was okay, but could be better.",7.63
553,595,10,5,5,4,10,4,4,4,Cultural Night,Cultural,Student Affairs,23/01/2030,Disorganized and waste of time.,5.75
554,63,8,8,7,4,4,4,8,2,Code-a-thon,Tech Fest,Computer Science,27/01/2030,Disorganized and waste of time.,5.63
555,899,5,4,7,7,2,6,1,1,AI Workshop,Workshop,Computer Science,31/01/2030,Disorganized and waste of time.,4.13
556,0,7,4,8,2,1,4,8,3,Robotics Challenge,Tech Fest,Mechanical,04/02/2030,Disorganized and waste of time.,4.63
557,796,7,9,6,2,7,7,6,8,Business Seminar,Seminar,Business,08/02/2030,Amazing and very helpful!,6.50
558,181,10,10,4,2,1,5,3,1,Cultural Night,Cultural,Student Affairs,12/02/2030,Disorganized and waste of time.,4.50
559,290,6,7,6,4,2,8,9,7,Code-a-thon,Tech Fest,Computer Science,16/02/2030,"It was okay, but could be better.",6.13
560,373,6,4,8,10,5,3,10,10,AI Workshop,Workshop,Computer Science,20/02/2030,Amazing and very helpful!,7.00
561,285,6,10,5,7,3,3,5,1,Robotics Challenge,Tech Fest,Mechanical,24/02/2030,Disorganized and waste of time.,5.00
562,882,6,3,4,1,7,5,4,2,Business Seminar,Seminar,Business,28/02/2030,Disorganized and waste of time.,4.00
563,776,8,3,7,6,3,7,6,7,Cultural Night,Cultural,Student Affairs,04/03/2030,"It was okay, but could be better.",5.88
564,935,10,9,7,2,8,2,1,2,Code-a-thon,Tech Fest,Computer Science,08/03/2030,Disorganized and waste of time.,5.13
565,679,10,6,4,5,10,9,6,7,AI Workshop,Workshop,Computer Science,12/03/2030,"It was okay, but could be better.",7.13
566,102,7,4,6,3,5,7,5,5,Robotics Challenge,Tech Fest,Mechanical,16/03/2030,"It was okay, but could be better.",5.25
567,618,5,8,6,9,3,8,7,9,Business Seminar,Seminar,Business,20/03/2030,Amazing and very helpful!,6.88
568,607,8,4,4,10,10,8,3,7,Cultural Night,Cultural,Student Affairs,24/03/2030,"It was okay, but could be better.",6.75
569,743,9,7,7,10,1,5,5,10,Code-a-thon,Tech Fest,Computer Science,28/03/2030,Amazing and very helpful!,6.75
570,682,8,5,8,9,2,10,3,4,AI Workshop,Workshop,Computer Science,01/04/2030,Disorganized and waste of time.,6.13
571,16,5,3,6,6,5,8,8,2,Robotics Challenge,Tech Fest,Mechanical,05/04/2030,Disorganized and waste of time.,5.38
572,969,8,6,8,10,2,1,3,2,Business Seminar,Seminar,Business,09/04/2030,Disorganized and waste of time.,5.00
573,46,8,4,4,9,5,7,4,8,Cultural Night,Cultural,Student Affairs,13/04/2030,Amazing and very helpful!,6.13
574,706,6,8,7,9,8,6,4,1,Code-a-thon,Tech Fest,Computer Science,17/04/2030,Disorganized and waste of time.,6.13
575,993,9,9,4,1,5,2,9,9,AI Workshop,Workshop,Computer Science,21/04/2030,Amazing and very helpful!,6.00
576,508,10,6,5,8,8,5,7,10,Robotics Challenge,Tech Fest,Mechanical,25/04/2030,Amazing and very helpful!,7.38
577,989,8,4,5,4,8,6,7,3,Business Seminar,Seminar,Business,29/04/2030,Disorganized and waste of time.,5.63
578,133,10,4,7,3,5,4,4,5,Cultural Night,Cultural,Student Affairs,03/05/2030,"It was okay, but could be better.",5.25
579,15,8,9,8,3,6,10,2,3,Code-a-thon,Tech Fest,Computer Science,07/05/2030,Disorganized and waste of time.,6.13
580,78,10,9,6,8,10,7,7,8,AI Workshop,Workshop,Computer Science,11/05/2030,Amazing and very helpful!,8.13
581,433,6,6,8,4,8,9,4,1,Robotics Challenge,Tech Fest,Mechanical,15/05/2030,Disorganized and waste of time.,5.75
582,784,7,7,4,3,7,8,6,10,Business Seminar,Seminar,Business,19/05/2030,Amazing and very helpful!,6.50
583,983,5,2,4,1,9,4,3,2,Cultural Night,Cultural,Student Affairs,23/05/2030,Disorganized and waste of time.,3.75
584,197,9,3,5,9,8,2,4,10,Code-a-thon,Tech Fest,Computer Science,27/05/2030,Amazing and very helpful!,6.25
585,483,8,2,6,2,10,2,2,5,AI Workshop,Workshop,Computer Science,31/05/2030,"It was okay, but could be better.",4.63
586,376,5,5,5,8,8,4,6,10,Robotics Challenge,Tech Fest,Mechanical,04/06/2030,Amazing and very helpful!,6.38
587,915,10,7,4,6,9,4,9,5,Business Seminar,Seminar,Business,08/06/2030,"It was okay, but could be better.",6.75
588,210,6,5,7,9,5,1,2,4,Cultural Night,Cultural,Student Affairs,12/06/2030,Disorganized and waste of time.,4.88
589,20,8,4,5,1,10,10,7,5,Code-a-thon,Tech Fest,Computer Science,16/06/2030,"It was okay, but could be better.",6.25
590,425,5,9,8,1,10,8,10,10,AI Workshop,Workshop,Computer Science,20/06/2030,Amazing and very helpful!,7.63
591,668,6,3,6,1,2,10,9,3,Robotics Challenge,Tech Fest,Mechanical,24/06/2030,Disorganized and waste of time.,5.00
592,54,7,2,5,1,5,3,1,3,Business Seminar,Seminar,Business,28/06/2030,Disorganized and waste of time.,3.38
593,950,7,2,7,10,5,3,4,7,Cultural Night,Cultural,Student Affairs,02/07/2030,"It was okay, but could be better.",5.63
594,782,6,7,4,2,2,1,3,8,Code-a-thon,Tech Fest,Computer Science,06/07/2030,Amazing and very helpful!,4.13
595,108,5,5,7,5,10,7,3,9,AI Workshop,Workshop,Computer Science,10/07/2030,Amazing and very helpful!,6.38
596,400,9,4,5,5,8,10,6,10,Robotics Challenge,Tech Fest,Mechanical,14/07/2030,Amazing and very helpful!,7.13
597,685,10,9,7,3,1,6,6,4,Business Seminar,Seminar,Business,18/07/2030,Disorganized and waste of time.,5.75
598,673,9,3,4,4,7,9,8,4,Cultural Night,Cultural,Student Affairs,22/07/2030,Disorganized and waste of time.,6.00
599,198,6,7,7,7,3,5,4,3,Code-a-thon,Tech Fest,Computer Science,26/07/2030,Disorganized and waste of time.,5.25
600,14,5,5,8,9,7,5,2,1,AI Workshop,Workshop,Computer Science,30/07/2030,Disorganized and waste of time.,5.25
601,172,6,5,8,3,4,3,10,3,Robotics Challenge,Tech Fest,Mechanical,03/08/2030,Disorganized and waste of time.,5.25
602,359,5,6,7,6,9,5,1,5,Business Seminar,Seminar,Business,07/08/2030,"It was okay, but could be better.",5.50
603,714,10,5,5,5,7,5,7,9,Cultural Night,Cultural,Student Affairs,11/08/2030,Amazing and very helpful!,6.63
604,785,7,6,7,1,7,5,5,9,Code-a-thon,Tech Fest,Computer Science,15/08/2030,Amazing and very helpful!,5.88
605,865,8,4,6,2,7,5,2,7,AI Workshop,Workshop,Computer Science,19/08/2030,"It was okay, but could be better.",5.13
606,662,10,6,4,5,1,9,6,3,Robotics Challenge,Tech Fest,Mechanical,23/08/2030,Disorganized and waste of time.,5.50
607,513,9,10,7,7,9,2,10,1,Business Seminar,Seminar,Business,27/08/2030,Disorganized and waste of time.,6.88
608,722,7,10,5,5,4,9,6,7,Cultural Night,Cultural,Student Affairs,31/08/2030,"It was okay, but could be better.",6.63
609,8,6,7,6,10,6,9,9,10,Code-a-thon,Tech Fest,Computer Science,04/09/2030,Amazing and very helpful!,7.88
610,873,10,10,4,5,9,10,2,5,AI Workshop,Workshop,Computer Science,08/09/2030,"It was okay, but could be better.",6.88
611,684,10,3,7,4,4,5,1,10,Robotics Challenge,Tech Fest,Mechanical,12/09/2030,Amazing and very helpful!,5.50
612,73,7,2,5,6,3,1,1,4,Business Seminar,Seminar,Business,16/09/2030,Disorganized and waste of time.,3.63
613,900,9,8,5,8,4,6,9,7,Cultural Night,Cultural,Student Affairs,20/09/2030,"It was okay, but could be better.",7.00
614,933,6,9,4,8,7,10,3,5,Code-a-thon,Tech Fest,Computer Science,24/09/2030,"It was okay, but could be better.",6.50
615,634,6,7,6,6,1,6,3,8,AI Workshop,Workshop,Computer Science,28/09/2030,Amazing and very helpful!,5.38
616,835,8,2,7,8,3,4,3,4,Robotics Challenge,Tech Fest,Mechanical,02/10/2030,Disorganized and waste of time.,4.88
617,422,9,8,4,4,8,3,4,10,Business Seminar,Seminar,Business,06/10/2030,Amazing and very helpful!,6.25
618,235,6,2,8,8,6,3,3,1,Cultural Night,Cultural,Student Affairs,10/10/2030,Disorganized and waste of time.,4.63
619,286,10,3,7,10,8,8,4,9,Code-a-thon,Tech Fest,Computer Science,14/10/2030,Amazing and very helpful!,7.38
620,129,7,3,4,9,1,4,4,9,AI Workshop,Workshop,Computer Science,18/10/2030,Amazing and very helpful!,5.13
621,443,7,9,8,2,4,5,1,5,Robotics Challenge,Tech Fest,Mechanical,22/10/2030,"It was okay, but could be better.",5.13
622,301,10,7,7,4,3,4,9,2,Business Seminar,Seminar,Business,26/10/2030,Disorganized and waste of time.,5.75
623,532,10,2,4,2,2,6,10,9,Cultural Night,Cultural,Student Affairs,30/10/2030,Amazing and very helpful!,5.63
624,64,6,2,8,1,8,4,8,4,Code-a-thon,Tech Fest,Computer Science,03/11/2030,Disorganized and waste of time.,5.13
625,860,10,8,4,3,7,1,4,5,AI Workshop,Workshop,Computer Science,07/11/2030,"It was okay, but could be better.",5.25
626,559,8,4,4,6,5,5,1,7,Robotics Challenge,Tech Fest,Mechanical,11/11/2030,"It was okay, but could be better.",5.00
627,311,7,5,6,8,4,9,8,9,Business Seminar,Seminar,Business,15/11/2030,Amazing and very helpful!,7.00
628,32,9,3,7,7,6,1,9,2,Cultural Night,Cultural,Student Affairs,19/11/2030,Disorganized and waste of time.,5.50
629,296,10,7,4,2,2,10,10,8,Code-a-thon,Tech Fest,Computer Science,23/11/2030,Amazing and very helpful!,6.63
630,419,10,2,5,8,5,3,3,10,AI Workshop,Workshop,Computer Science,27/11/2030,Amazing and very helpful!,5.75
631,83,10,6,6,1,8,1,3,9,Robotics Challenge,Tech Fest,Mechanical,01/12/2030,Amazing and very helpful!,5.50
632,594,7,2,7,6,7,2,3,6,Business Seminar,Seminar,Business,05/12/2030,"It was okay, but could be better.",5.00
633,501,5,2,8,4,7,6,10,4,Cultural Night,Cultural,Student Affairs,09/12/2030,Disorganized and waste of time.,5.75
634,411,8,4,4,4,8,4,3,1,Code-a-thon,Tech Fest,Computer Science,13/12/2030,Disorganized and waste of time.,4.50
635,824,10,7,7,9,4,9,9,8,AI Workshop,Workshop,Computer Science,17/12/2030,Amazing and very helpful!,7.88
636,585,7,6,8,2,4,7,10,9,Robotics Challenge,Tech Fest,Mechanical,21/12/2030,Amazing and very helpful!,6.63
637,848,9,9,6,1,9,2,8,6,Business Seminar,Seminar,Business,25/12/2030,"It was okay, but could be better.",6.25
638,299,10,8,5,5,4,3,1,9,Cultural Night,Cultural,Student Affairs,29/12/2030,Amazing and very helpful!,5.63
639,107,9,4,8,6,10,4,5,9,Code-a-thon,Tech Fest,Computer Science,02/01/2031,Amazing and very helpful!,6.88
640,119,9,10,5,1,9,6,7,6,AI Workshop,Workshop,Computer Science,06/01/2031,"It was okay, but could be better.",6.63
641,335,5,3,4,2,8,4,7,6,Robotics Challenge,Tech Fest,Mechanical,10/01/2031,"It was okay, but could be better.",4.88
642,557,5,5,8,2,4,10,6,1,Business Seminar,Seminar,Business,14/01/2031,Disorganized and waste of time.,5.13
643,113,5,6,7,1,10,6,4,7,Cultural Night,Cultural,Student Affairs,18/01/2031,"It was okay, but could be better.",5.75
644,281,5,6,6,3,4,1,1,1,Code-a-thon,Tech Fest,Computer Science,22/01/2031,Disorganized and waste of time.,3.38
645,836,9,3,4,6,6,3,2,7,AI Workshop,Workshop,Computer Science,26/01/2031,"It was okay, but could be better.",5.00
646,426,9,8,7,8,10,6,9,8,Robotics Challenge,Tech Fest,Mechanical,30/01/2031,Amazing and very helpful!,8.13
647,42,8,2,4,6,6,7,3,1,Business Seminar,Seminar,Business,03/02/2031,Disorganized and waste of time.,4.63
648,567,9,3,8,1,4,9,10,9,Cultural Night,Cultural,Student Affairs,07/02/2031,Amazing and very helpful!,6.63
649,589,5,8,7,5,6,7,8,9,Code-a-thon,Tech Fest,Computer Science,11/02/2031,Amazing and very helpful!,6.88
650,187,5,5,6,2,6,1,8,5,AI Workshop,Workshop,Computer Science,15/02/2031,"It was okay, but could be better.",4.75
651,615,5,6,7,9,1,1,1,5,Robotics Challenge,Tech Fest,Mechanical,19/02/2031,"It was okay, but could be better.",4.38
652,556,9,9,5,5,1,3,6,10,Business Seminar,Seminar,Business,23/02/2031,Amazing and very helpful!,6.00
653,3,9,6,5,9,10,5,5,4,Cultural Night,Cultural,Student Affairs,27/02/2031,Disorganized and waste of time.,6.63
654,667,9,9,6,2,1,3,10,2,Code-a-thon,Tech Fest,Computer Science,03/03/2031,Disorganized and waste of time.,5.25
655,234,7,2,4,5,1,8,7,2,AI Workshop,Workshop,Computer Science,07/03/2031,Disorganized and waste of time.,4.50
656,96,6,6,5,10,8,10,5,2,Robotics Challenge,Tech Fest,Mechanical,11/03/2031,Disorganized and waste of time.,6.50
657,691,7,7,8,8,5,4,8,2,Business Seminar,Seminar,Business,15/03/2031,Disorganized and waste of time.,6.13
658,269,9,10,6,10,10,1,9,10,Cultural Night,Cultural,Student Affairs,19/03/2031,Amazing and very helpful!,8.13
659,566,8,10,6,10,7,6,6,1,Code-a-thon,Tech Fest,Computer Science,23/03/2031,Disorganized and waste of time.,6.75
660,985,5,5,4,8,7,6,7,3,AI Workshop,Workshop,Computer Science,27/03/2031,Disorganized and waste of time.,5.63
661,437,7,2,6,7,5,8,1,8,Robotics Challenge,Tech Fest,Mechanical,31/03/2031,Amazing and very helpful!,5.50
662,200,8,4,8,6,8,4,7,1,Business Seminar,Seminar,Business,04/04/2031,Disorganized and waste of time.,5.75
663,291,10,3,7,8,2,10,3,3,Cultural Night,Cultural,Student Affairs,08/04/2031,Disorganized and waste of time.,5.75
664,612,8,9,8,7,1,2,8,4,Code-a-thon,Tech Fest,Computer Science,12/04/2031,Disorganized and waste of time.,5.88
665,448,6,7,7,9,2,9,2,5,AI Workshop,Workshop,Computer Science,16/04/2031,"It was okay, but could be better.",5.88
666,439,6,8,7,7,7,4,5,4,Robotics Challenge,Tech Fest,Mechanical,20/04/2031,Disorganized and waste of time.,6.00
667,573,5,5,5,8,8,9,8,2,Business Seminar,Seminar,Business,24/04/2031,Disorganized and waste of time.,6.25
668,7,5,8,5,6,2,10,4,8,Cultural Night,Cultural,Student Affairs,28/04/2031,Amazing and very helpful!,6.00
669,725,5,10,8,4,3,5,1,6,Code-a-thon,Tech Fest,Computer Science,02/05/2031,"It was okay, but could be better.",5.25
670,50,9,8,6,7,1,6,7,4,AI Workshop,Workshop,Computer Science,06/05/2031,Disorganized and waste of time.,6.00
